PuntoConteo,Dia,Liviano,Autobuses,C23E,C4E,C5E
10540,02/09/2016,72372,930,915,516,1086
10540,02/09/2017,70350,664,684,431,959
10540,02/09/2018,61844,231,225,224,573
10540,02/09/2019,70202,830,841,465,987
10540,02/10/2015,74362,820,859,608,1058
10540,02/10/2016,62690,259,258,222,579
10540,02/10/2017,66966,826,775,435,987
10540,02/10/2018,70270,795,888,549,1116
10540,02/10/2019,57712,626,888,549,1116
10540,02/11/2015,68212,725,767,516,935
10540,02/11/2016,72804,862,918,560,1136
10540,02/11/2017,71952,884,949,575,1152
10540,02/11/2018,74694,915,1024,530,1232
10540,02/11/2019,60863,411,949,575,1152
10540,02/12/2015,74030,836,931,565,1197
10540,02/12/2016,77905,992,1066,604,1265
10540,02/12/2017,78148,786,756,527,1101
10540,02/12/2018,72463,284,249,297,633
10540,02/12/2019,58254,678,756,527,1101
10540,03/01/2015,51076,350,383,389,626
10540,03/01/2016,50414,206,250,256,589
10540,03/01/2017,65637,708,777,448,1117
10540,03/01/2018,63123,728,807,483,1041
10540,03/01/2019,62316,657,734,398,1088
10540,03/02/2015,70251,812,885,610,993
10540,03/02/2016,73154,812,819,577,1062
10540,03/02/2017,73506,1100,1285,567,1270
10540,03/02/2018,75187,529,686,449,1100
10540,03/02/2019,65279,305,262,231,699
10540,03/03/2015,67720,802,841,582,949
10540,03/03/2016,72529,839,885,547,1006
10540,03/03/2017,75511,1154,1245,551,1340
10540,03/03/2018,75213,673,748,442,1117
10540,03/03/2019,64097,274,235,255,598
10540,03/04/2015,43694,362,284,193,323
10540,03/04/2016,63001,285,280,249,603
10540,03/04/2017,75102,938,936,472,1217
10540,03/04/2018,68544,800,862,536,1187
10540,03/04/2019,74083,872,974,533,1152
10540,03/05/2015,55971,239,195,298,416
10540,03/05/2016,69575,815,855,528,1111
10540,03/05/2017,74109,983,1095,586,1330
10540,03/05/2018,71666,927,1014,511,1177
10540,03/05/2019,75809,897,955,505,1110
10540,03/06/2015,69992,995,928,595,1013
10540,03/06/2016,72154,894,942,527,1194
10540,03/06/2017,71549,667,619,398,1029
10540,03/06/2018,63914,240,247,232,596
10540,03/06/2019,68657,905,851,455,976
10540,03/07/2015,75384,922,906,609,1020
10540,03/07/2016,60769,244,231,263,549
10540,03/07/2017,71763,771,727,459,1116
10540,03/07/2018,72352,797,870,538,1193
10540,03/07/2019,71285,897,952,512,1220
10540,03/08/2015,68055,657,747,541,803
10540,03/08/2016,68028,821,786,483,940
10540,03/08/2017,68824,827,797,469,999
10540,03/08/2018,68206,811,857,507,1027
10540,03/08/2019,61803,533,545,349,792
10540,03/09/2015,69488,765,820,639,932
10540,03/09/2016,70059,640,637,406,957
10540,03/09/2017,63104,212,224,209,594
10540,03/09/2018,71377,844,802,454,1006
10540,03/09/2019,72840,879,1039,551,1150
10540,03/10/2015,71366,623,623,508,890
10540,03/10/2016,69870,854,774,469,954
10540,03/10/2017,69891,957,991,504,1166
10540,03/10/2018,70655,844,966,528,1127
10540,03/10/2019,58579,604,966,528,1127
10540,03/11/2015,67294,781,915,574,1062
10540,03/11/2016,74338,931,890,550,1130
10540,03/11/2017,76324,934,983,519,1228
10540,03/11/2018,75334,716,709,436,1120
10540,03/11/2019,49921,170,983,519,1228
10540,03/12/2015,75691,820,933,594,1150
10540,03/12/2016,79793,684,704,495,1121
10540,03/12/2017,73106,336,320,287,725
10540,03/12/2018,75734,870,872,487,1076
10540,03/12/2019,58416,616,320,287,725
10540,04/01/2015,49508,223,220,280,527
10540,04/01/2016,60901,584,598,460,989
10540,04/01/2017,67256,784,766,516,1124
10540,04/01/2018,65645,756,882,471,1131
10540,04/01/2019,63708,682,818,433,1023
10540,04/02/2015,71910,771,862,580,1056
10540,04/02/2016,72676,844,878,583,1064
10540,04/02/2017,77004,819,851,480,1152
10540,04/02/2018,66962,268,237,196,578
10540,04/02/2019,73476,887,868,494,1130
10540,04/03/2015,70426,808,825,596,919
10540,04/03/2016,76720,926,947,603,1058
10540,04/03/2017,78442,905,934,444,1269
10540,04/03/2018,65360,344,283,264,666
10540,04/03/2019,73269,944,887,487,1031
10540,04/04/2015,45276,293,303,323,487
10540,04/04/2016,68772,787,746,485,946
10540,04/04/2017,74295,1019,1143,531,1325
10540,04/04/2018,67388,792,938,538,1196
10540,04/04/2019,76049,930,1004,545,1112
10540,04/05/2015,66586,755,716,575,858
10540,04/05/2016,71970,857,906,523,1122
10540,04/05/2017,70607,956,1104,590,1379
10540,04/05/2018,74962,895,1009,561,1154
10540,04/05/2019,74232,539,735,442,970
10540,04/06/2015,66656,880,747,616,798
10540,04/06/2016,69852,640,619,466,991
10540,04/06/2017,62067,219,191,194,583
10540,04/06/2018,69055,811,846,487,976
10540,04/06/2019,70517,1042,1005,527,1172
10540,04/07/2015,68982,679,658,583,878
10540,04/07/2016,72320,788,718,471,977
10540,04/07/2017,71784,862,890,546,1158
10540,04/07/2018,73177,774,928,515,1213
10540,04/07/2019,74751,900,918,568,1274
10540,04/08/2015,70421,863,878,612,977
10540,04/08/2016,68650,847,957,553,1078
10540,04/08/2017,70944,915,1020,516,1154
10540,04/08/2018,69470,653,689,455,932
10540,04/08/2019,59049,222,205,202,573
10540,04/09/2015,74998,828,917,637,1017
10540,04/09/2016,62215,292,231,213,561
10540,04/09/2017,69538,925,804,467,1011
10540,04/09/2018,71719,825,928,490,1160
10540,04/09/2019,73558,814,971,540,1171
10540,04/10/2015,61460,221,215,296,494
10540,04/10/2016,71305,925,864,530,1087
10540,04/10/2017,68641,876,911,527,1184
10540,04/10/2018,68467,778,919,546,1101
10540,04/10/2019,58653,568,919,546,1101
10540,04/11/2015,68608,787,905,611,1017
10540,04/11/2016,72120,893,1042,590,1155
10540,04/11/2017,74991,729,714,430,1050
10540,04/11/2018,64348,279,256,221,719
10540,04/11/2019,55693,538,714,430,1050
10540,04/12/2015,78580,841,966,587,1133
10540,04/12/2016,68837,310,278,267,697
10540,04/12/2017,74835,859,860,495,1106
10540,04/12/2018,73847,937,995,489,1302
10540,04/12/2019,59823,736,860,495,1106
10540,05/01/2015,59178,652,595,446,851
10540,05/01/2016,65275,682,764,549,1111
10540,05/01/2017,70556,796,843,491,1156
10540,05/01/2018,67571,759,858,488,1148
10540,05/01/2019,60882,491,577,316,984
10540,05/02/2015,72103,789,891,611,1050
10540,05/02/2016,74897,850,942,577,1051
10540,05/02/2017,66844,420,309,260,739
10540,05/02/2018,69677,770,832,498,1035
10540,05/02/2019,73414,878,922,487,1187
10540,05/03/2015,70838,741,850,532,1017
10540,05/03/2016,74423,690,734,483,1052
10540,05/03/2017,66610,400,377,238,733
10540,05/03/2018,72976,881,866,490,1131
10540,05/03/2019,71722,928,980,550,1165
10540,05/04/2015,49642,254,262,332,611
10540,05/04/2016,69157,859,871,548,1089
10540,05/04/2017,76522,1033,1104,581,1341
10540,05/04/2018,72847,842,915,575,1259
10540,05/04/2019,78725,1003,994,528,1211
10540,05/05/2015,67859,802,881,622,1008
10540,05/05/2016,69925,771,830,542,1108
10540,05/05/2017,71486,1090,1204,589,1414
10540,05/05/2018,73449,569,717,436,1102
10540,05/05/2019,61279,282,242,240,620
10540,05/06/2015,69869,1026,917,569,922
10540,05/06/2016,58417,234,220,238,570
10540,05/06/2017,68762,838,736,488,1047
10540,05/06/2018,71226,874,955,571,1156
10540,05/06/2019,72045,981,949,536,1243
10540,05/07/2015,59580,289,290,331,516
10540,05/07/2016,72785,807,901,529,1098
10540,05/07/2017,72195,879,885,540,1128
10540,05/07/2018,73954,896,929,506,1239
10540,05/07/2019,76279,976,974,556,1177
10540,05/08/2015,70628,840,905,586,1031
10540,05/08/2016,74295,933,1056,555,1166
10540,05/08/2017,72980,678,659,408,987
10540,05/08/2018,61135,241,218,238,591
10540,05/08/2019,71867,737,846,464,1040
10540,05/09/2015,70748,563,633,505,822
10540,05/09/2016,69251,853,723,472,955
10540,05/09/2017,70731,967,903,563,1160
10540,05/09/2018,71796,872,958,541,1085
10540,05/09/2019,73945,842,913,493,1113
10540,05/10/2015,67571,677,686,496,884
10540,05/10/2016,71491,956,878,517,1144
10540,05/10/2017,56107,655,682,440,771
10540,05/10/2018,71284,848,915,548,1037
10540,05/10/2019,59330,391,915,548,1037
10540,05/11/2015,70632,848,901,628,1093
10540,05/11/2016,75195,726,678,461,971
10540,05/11/2017,62286,264,282,259,550
10540,05/11/2018,68459,793,854,451,1051
10540,05/11/2019,56247,596,282,259,550
10540,05/12/2015,79928,682,683,592,1049
10540,05/12/2016,73685,858,825,490,1021
10540,05/12/2017,72011,846,969,557,1244
10540,05/12/2018,75191,934,996,551,1149
10540,05/12/2019,59752,688,969,557,1244
10540,06/01/2015,63133,668,751,526,924
10540,06/01/2016,66349,720,769,538,1078
10540,06/01/2017,72995,893,868,532,1170
10540,06/01/2018,64643,619,621,401,1007
10540,06/01/2019,54149,189,193,179,600
10540,06/02/2015,76377,897,913,627,1049
10540,06/02/2016,71600,591,614,491,947
10540,06/02/2017,75068,976,1015,545,1172
10540,06/02/2018,70650,874,982,552,1177
10540,06/02/2019,72550,892,955,498,1221
10540,06/03/2015,74499,790,898,575,996
10540,06/03/2016,65149,311,268,304,586
10540,06/03/2017,76335,1029,1078,483,1194
10540,06/03/2018,70269,891,967,534,1169
10540,06/03/2019,74862,930,1001,556,1104
10540,06/04/2015,62220,691,632,484,892
10540,06/04/2016,69503,875,872,588,1064
10540,06/04/2017,76745,1062,1179,576,1358
10540,06/04/2018,73826,869,966,553,1196
10540,06/04/2019,73288,663,774,422,1031
10540,06/05/2015,68506,895,834,582,992
10540,06/05/2016,75440,941,957,552,1170
10540,06/05/2017,74740,741,799,489,1163
10540,06/05/2018,64351,266,248,209,662
10540,06/05/2019,70190,773,822,450,1016
10540,06/06/2015,65861,573,642,521,808
10540,06/06/2016,69268,768,730,486,956
10540,06/06/2017,68624,884,896,548,1243
10540,06/06/2018,71489,929,932,558,1108
10540,06/06/2019,72776,1047,1037,566,1198
10540,06/07/2015,67762,825,735,541,920
10540,06/07/2016,74109,870,830,562,1118
10540,06/07/2017,72101,890,862,591,1106
10540,06/07/2018,74204,825,989,530,1117
10540,06/07/2019,74216,725,722,442,1042
10540,06/08/2015,70870,830,900,638,956
10540,06/08/2016,71169,608,635,458,1000
10540,06/08/2017,60763,265,216,228,569
10540,06/08/2018,69893,819,840,452,1030
10540,06/08/2019,66982,759,937,479,1007
10540,06/09/2015,60111,216,253,309,430
10540,06/09/2016,71565,827,816,491,1089
10540,06/09/2017,69852,943,897,555,1202
10540,06/09/2018,70500,890,927,554,1121
10540,06/09/2019,74853,832,935,509,1128
10540,06/10/2015,68178,760,843,570,985
10540,06/10/2016,71932,881,898,495,1099
10540,06/10/2017,49930,627,650,321,517
10540,06/10/2018,70322,585,627,438,982
10540,06/10/2019,49232,143,627,438,982
10540,06/11/2015,74577,899,902,593,1144
10540,06/11/2016,63825,235,217,239,534
10540,06/11/2017,68580,813,843,480,1021
10540,06/11/2018,70440,859,971,539,1149
10540,06/11/2019,54622,650,843,480,1021
10540,06/12/2015,71788,357,358,330,640
10540,06/12/2016,74841,870,933,545,1239
10540,06/12/2017,74170,925,978,570,1232
10540,06/12/2018,75533,885,980,546,1204
10540,06/12/2019,58147,754,978,570,1232
10540,07/01/2015,63724,660,717,545,920
10540,07/01/2016,68912,680,834,566,1037
10540,07/01/2017,71684,670,680,431,1258
10540,07/01/2018,55870,242,225,241,580
10540,07/01/2019,63698,686,788,439,1038
10540,07/02/2015,71104,664,656,484,975
10540,07/02/2016,59777,263,223,232,493
10540,07/02/2017,73583,1055,1179,630,1241
10540,07/02/2018,72971,895,1004,611,1220
10540,07/02/2019,70733,960,934,525,1175
10540,07/03/2015,70659,574,601,435,954
10540,07/03/2016,70116,810,793,500,988
10540,07/03/2017,74763,1011,1216,552,1377
10540,07/03/2018,72377,913,960,565,1194
10540,07/03/2019,70456,903,1004,555,1153
10540,07/04/2015,62321,676,711,524,922
10540,07/04/2016,72446,887,931,563,1054
10540,07/04/2017,78117,1074,1204,574,1415
10540,07/04/2018,69471,644,689,466,1116
10540,07/04/2019,64242,302,262,246,609
10540,07/05/2015,67960,837,803,602,924
10540,07/05/2016,70435,596,623,464,1015
10540,07/05/2017,64695,263,242,259,603
10540,07/05/2018,69310,834,791,477,1033
10540,07/05/2019,72107,855,980,530,1101
10540,07/06/2015,54351,233,245,307,433
10540,07/06/2016,70253,857,886,542,1171
10540,07/06/2017,71852,991,986,563,1230
10540,07/06/2018,71891,920,955,540,1198
10540,07/06/2019,75182,1079,1045,548,1127
10540,07/07/2015,69459,952,858,574,1030
10540,07/07/2016,73841,908,865,504,1108
10540,07/07/2017,75141,897,928,537,1193
10540,07/07/2018,70981,607,674,461,1079
10540,07/07/2019,63889,300,245,235,601
10540,07/08/2015,75457,845,888,645,997
10540,07/08/2016,61272,255,216,218,520
10540,07/08/2017,66551,846,796,460,1007
10540,07/08/2018,71078,806,944,538,1154
10540,07/08/2019,69283,864,950,562,1152
10540,07/09/2015,67444,686,730,476,862
10540,07/09/2016,73040,913,854,540,1197
10540,07/09/2017,69997,908,951,559,1221
10540,07/09/2018,69855,873,947,526,1150
10540,07/09/2019,73682,577,668,446,943
10540,07/10/2015,69989,802,877,601,949
10540,07/10/2016,74209,922,933,514,1100
10540,07/10/2017,60314,597,676,398,974
10540,07/10/2018,61496,202,193,224,554
10540,07/10/2019,54768,522,193,224,554
10540,07/11/2015,71233,688,693,458,987
10540,07/11/2016,69830,821,850,483,1013
10540,07/11/2017,70635,914,1024,573,1218
10540,07/11/2018,71177,862,938,503,1110
10540,07/11/2019,56935,665,1024,573,1218
10540,07/12/2015,74261,846,846,550,1016
10540,07/12/2016,75501,870,949,575,1188
10540,07/12/2017,76660,877,1032,599,1172
10540,07/12/2018,81342,976,1045,546,1236
10540,07/12/2019,64289,618,1032,599,1172
10540,08/01/2015,66407,670,744,552,928
10540,08/01/2016,71677,722,800,534,1104
10540,08/01/2017,67011,344,295,282,832
10540,08/01/2018,66921,706,768,473,1032
10540,08/01/2019,69748,748,825,448,1163
10540,08/02/2015,62226,290,268,335,521
10540,08/02/2016,69065,757,689,507,887
10540,08/02/2017,73961,1126,1202,621,1336
10540,08/02/2018,71971,849,882,562,1217
10540,08/02/2019,74370,916,1050,573,1211
10540,08/03/2015,52394,223,210,293,446
10540,08/03/2016,70451,862,926,571,1030
10540,08/03/2017,76260,1084,1193,579,1364
10540,08/03/2018,73732,905,942,562,1239
10540,08/03/2019,79340,1011,1031,539,1129
10540,08/04/2015,61595,643,641,515,958
10540,08/04/2016,73837,951,947,551,1139
10540,08/04/2017,76520,835,901,486,1352
10540,08/04/2018,60954,269,235,220,727
10540,08/04/2019,72623,863,888,461,1042
10540,08/05/2015,72512,899,900,620,1004
10540,08/05/2016,60959,246,210,248,556
10540,08/05/2017,70853,875,930,531,1092
10540,08/05/2018,69742,786,881,509,1171
10540,08/05/2019,71900,923,987,541,1156
10540,08/06/2015,64573,846,723,515,845
10540,08/06/2016,69152,870,853,528,1109
10540,08/06/2017,70803,951,960,568,1196
10540,08/06/2018,76579,933,1018,565,1237
10540,08/06/2019,72514,753,764,460,999
10540,08/07/2015,71474,931,970,679,1085
10540,08/07/2016,77316,884,961,546,1168
10540,08/07/2017,69910,678,670,406,1062
10540,08/07/2018,63026,295,242,232,637
10540,08/07/2019,71418,843,806,520,1133
10540,08/08/2015,71781,659,600,580,876
10540,08/08/2016,66753,755,773,438,956
10540,08/08/2017,70086,851,920,531,1149
10540,08/08/2018,70166,894,973,561,1188
10540,08/08/2019,70225,758,976,521,1092
10540,08/09/2015,69102,694,789,585,924
10540,08/09/2016,72495,903,857,523,1117
10540,08/09/2017,72786,972,876,545,1153
10540,08/09/2018,70528,580,732,441,1038
10540,08/09/2019,63880,201,210,226,562
10540,08/10/2015,71739,778,892,580,1028
10540,08/10/2016,70962,534,589,412,1041
10540,08/10/2017,53878,213,249,241,599
10540,08/10/2018,66761,818,823,482,972
10540,08/10/2019,56383,566,823,482,972
10540,08/11/2015,60541,238,244,288,474
10540,08/11/2016,71454,935,1027,599,1186
10540,08/11/2017,72908,943,968,575,1215
10540,08/11/2018,71473,900,1007,546,1120
10540,08/11/2019,61033,582,968,575,1215
10540,08/12/2015,74164,758,941,654,1115
10540,08/12/2016,76270,954,1000,572,1187
10540,08/12/2017,78488,993,1079,641,1199
10540,08/12/2018,83958,793,833,477,1064
10540,08/12/2019,57271,258,1079,641,1199
10540,09/01/2015,69040,729,838,578,983
10540,09/01/2016,68417,555,655,520,985
10540,09/01/2017,69962,751,743,453,1051
10540,09/01/2018,70077,750,889,559,1161
10540,09/01/2019,69702,773,848,499,1204
10540,09/02/2015,66409,699,695,543,915
10540,09/02/2016,70200,771,870,560,1070
10540,09/02/2017,75229,1085,1196,609,1273
10540,09/02/2018,73299,865,935,534,1186
10540,09/02/2019,74467,652,727,464,1079
10540,09/03/2015,67538,692,718,523,828
10540,09/03/2016,71116,858,890,584,1030
10540,09/03/2017,75931,1074,1144,582,1341
10540,09/03/2018,76814,1012,1006,563,1268
10540,09/03/2019,75505,704,780,490,1007
10540,09/04/2015,67794,737,824,590,946
10540,09/04/2016,72224,658,732,447,998
10540,09/04/2017,61724,376,335,253,771
10540,09/04/2018,68042,737,850,478,1112
10540,09/04/2019,72456,935,1019,520,1141
10540,09/05/2015,67987,709,626,506,888
10540,09/05/2016,69621,797,755,443,969
10540,09/05/2017,71158,985,1147,588,1261
10540,09/05/2018,68136,868,910,549,1146
10540,09/05/2019,71224,859,978,529,1085
10540,09/06/2015,67953,922,859,597,995
10540,09/06/2016,68512,868,881,509,1087
10540,09/06/2017,72134,939,954,552,1205
10540,09/06/2018,73706,619,637,455,1057
10540,09/06/2019,61679,231,223,236,645
10540,09/07/2015,69354,849,866,635,1072
10540,09/07/2016,71186,655,635,404,1046
10540,09/07/2017,64389,305,233,245,606
10540,09/07/2018,69981,776,832,465,1062
10540,09/07/2019,73313,892,849,545,1190
10540,09/08/2015,59776,296,251,348,451
10540,09/08/2016,52275,594,690,450,986
10540,09/08/2017,71488,922,925,541,1257
10540,09/08/2018,73049,860,950,537,1226
10540,09/08/2019,77584,915,1007,544,1156
10540,09/09/2015,71289,767,873,609,983
10540,09/09/2016,75728,872,907,506,1166
10540,09/09/2017,71072,621,684,474,1061
10540,09/09/2018,63974,237,253,265,590
10540,09/09/2019,71607,766,803,495,993
10540,09/10/2015,74532,794,874,602,1032
10540,09/10/2016,58876,224,209,211,568
10540,09/10/2017,65194,855,785,481,1039
10540,09/10/2018,70174,859,926,536,1137
10540,09/10/2019,57549,577,926,536,1137
10540,09/11/2015,68405,795,720,508,904
10540,09/11/2016,69548,921,981,520,1149
10540,09/11/2017,71684,972,1022,589,1141
10540,09/11/2018,69811,892,957,575,1196
10540,09/11/2019,61293,495,1022,589,1141
10540,09/12/2015,73470,874,998,609,1135
10540,09/12/2016,77157,1021,1039,586,1233
10540,09/12/2017,79699,795,735,493,1132
10540,09/12/2018,72040,394,327,280,697
10540,09/12/2019,58347,623,735,493,1132
10540,10/01/2015,64880,550,576,458,821
10540,10/01/2016,59115,260,227,271,590
10540,10/01/2017,70147,775,845,482,1158
10540,10/01/2018,71153,760,894,554,1165
10540,10/01/2019,72926,805,906,520,1131
10540,10/02/2015,68301,848,850,604,976
10540,10/02/2016,68689,795,885,531,1065
10540,10/02/2017,74683,1150,1270,603,1302
10540,10/02/2018,72911,644,736,463,1048
10540,10/02/2019,61854,259,245,227,588
10540,10/03/2015,68218,770,822,590,928
10540,10/03/2016,68119,800,830,520,969
10540,10/03/2017,76726,1048,1201,580,1319
10540,10/03/2018,74141,682,739,446,1118
10540,10/03/2019,65158,265,244,236,607
10540,10/04/2015,74066,858,898,599,960
10540,10/04/2016,57703,211,250,253,585
10540,10/04/2017,66956,807,897,434,1143
10540,10/04/2018,72690,917,931,544,1290
10540,10/04/2019,73773,919,1041,531,1165
10540,10/05/2015,58612,290,259,304,450
10540,10/05/2016,65767,860,920,471,1090
10540,10/05/2017,73110,986,1111,590,1278
10540,10/05/2018,74096,929,1120,552,1166
10540,10/05/2019,74282,927,1032,519,1131
10540,10/06/2015,64072,981,820,618,1016
10540,10/06/2016,71291,917,886,516,1092
10540,10/06/2017,71128,608,607,406,1104
10540,10/06/2018,62156,197,208,226,634
10540,10/06/2019,66264,816,914,496,1000
10540,10/07/2015,71914,882,901,620,1104
10540,10/07/2016,60560,261,262,263,565
10540,10/07/2017,73118,795,782,504,1113
10540,10/07/2018,71531,786,926,548,1142
10540,10/07/2019,74841,854,948,580,1203
10540,10/08/2015,66986,714,717,529,870
10540,10/08/2016,70682,853,936,489,1134
10540,10/08/2017,72327,917,922,501,1175
10540,10/08/2018,75433,851,972,541,1172
10540,10/08/2019,73962,655,699,448,986
10540,10/09/2015,69832,714,827,627,957
10540,10/09/2016,72609,566,604,395,980
10540,10/09/2017,58733,199,201,230,562
10540,10/09/2018,59903,607,709,446,853
10540,10/09/2019,72571,843,864,524,1080
10540,10/10/2015,68862,557,604,464,881
10540,10/10/2016,65475,757,724,437,973
10540,10/10/2017,67811,981,982,549,1259
10540,10/10/2018,71299,1038,968,555,1130
10540,10/10/2019,57832,554,968,555,1130
10540,10/11/2015,69432,728,906,612,982
10540,10/11/2016,73204,913,992,554,1095
10540,10/11/2017,76312,984,1060,580,1251
10540,10/11/2018,75752,674,751,431,1061
10540,10/11/2019,51121,202,1060,580,1251
10540,10/12/2015,76562,850,949,631,1078
10540,10/12/2016,74844,803,794,482,1116
10540,10/12/2017,69927,362,359,276,727
10540,10/12/2018,74783,848,851,490,1052
10540,10/12/2019,59367,689,359,276,727
10540,11/01/2015,55360,232,221,308,494
10540,11/01/2016,66921,666,726,498,970
10540,11/01/2017,70458,857,860,542,1155
10540,11/01/2018,70747,823,933,519,1182
10540,11/01/2019,74318,844,990,490,1223
10540,11/02/2015,69936,868,857,606,957
10540,11/02/2016,70813,864,874,568,1063
10540,11/02/2017,76545,777,865,453,1114
10540,11/02/2018,61866,303,245,213,658
10540,11/02/2019,70730,794,934,481,1051
10540,11/03/2015,68988,809,835,562,944
10540,11/03/2016,72950,840,916,541,1033
10540,11/03/2017,77710,778,802,436,1215
10540,11/03/2018,64914,269,251,225,667
10540,11/03/2019,72703,843,816,460,1012
10540,11/04/2015,68646,472,549,448,692
10540,11/04/2016,53256,331,400,295,660
10540,11/04/2017,60319,622,688,377,1027
10540,11/04/2018,60335,517,626,405,879
10540,11/04/2019,65849,594,694,376,904
10540,11/05/2015,64526,844,702,514,777
10540,11/05/2016,68380,905,993,518,1051
10540,11/05/2017,71596,1022,1123,574,1313
10540,11/05/2018,70444,792,999,524,1146
10540,11/05/2019,73722,689,774,422,1023
10540,11/06/2015,70553,997,904,629,950
10540,11/06/2016,69959,600,644,447,950
10540,11/06/2017,58847,256,206,237,579
10540,11/06/2018,67646,776,799,464,1004
10540,11/06/2019,71838,969,991,558,1111
10540,11/07/2015,65894,622,658,570,827
10540,11/07/2016,70004,833,778,532,976
10540,11/07/2017,72140,916,850,560,1191
10540,11/07/2018,72503,821,896,528,1182
10540,11/07/2019,73645,859,975,528,1170
10540,11/08/2015,68727,728,805,652,1001
10540,11/08/2016,76053,873,902,549,1134
10540,11/08/2017,75417,942,1007,559,1198
10540,11/08/2018,71742,522,682,439,1044
10540,11/08/2019,62598,273,264,193,581
10540,11/09/2015,72363,807,817,600,982
10540,11/09/2016,60120,216,193,180,523
10540,11/09/2017,67371,786,777,450,1007
10540,11/09/2018,64003,741,895,502,986
10540,11/09/2019,73125,840,971,545,1077
10540,11/10/2015,54613,225,203,297,462
10540,11/10/2016,71374,813,875,532,1108
10540,11/10/2017,69246,978,1062,552,1243
10540,11/10/2018,72445,868,907,559,1221
10540,11/10/2019,56547,591,907,559,1221
10540,11/11/2015,69911,819,886,594,1059
10540,11/11/2016,74347,911,1057,574,1070
10540,11/11/2017,74376,704,704,431,1075
10540,11/11/2018,64738,241,264,229,665
10540,11/11/2019,54810,555,704,431,1075
10540,11/12/2015,79594,938,1046,596,1155
10540,11/12/2016,70736,400,348,288,736
10540,11/12/2017,71264,791,790,442,997
10540,11/12/2018,75734,909,997,538,1106
10540,11/12/2019,60847,660,790,442,997
10540,12/01/2015,66419,597,692,519,884
10540,12/01/2016,68504,749,826,554,1094
10540,12/01/2017,75508,1038,1080,631,1385
10540,12/01/2018,71124,844,968,541,1213
10540,12/01/2019,71079,605,672,440,1045
10540,12/02/2015,70791,853,884,645,929
10540,12/02/2016,75386,850,947,572,1046
10540,12/02/2017,67078,308,270,271,679
10540,12/02/2018,71458,873,894,507,1068
10540,12/02/2019,71097,945,965,577,1142
10540,12/03/2015,70666,794,858,588,1004
10540,12/03/2016,72481,610,677,488,976
10540,12/03/2017,65559,313,275,243,643
10540,12/03/2018,71555,864,854,501,1093
10540,12/03/2019,72138,946,1002,522,1180
10540,12/04/2015,58773,256,267,298,414
10540,12/04/2016,69375,909,826,468,1001
10540,12/04/2017,61137,564,642,382,1014
10540,12/04/2018,72288,782,853,505,1048
10540,12/04/2019,69816,821,907,460,1028
10540,12/05/2015,67995,993,896,601,994
10540,12/05/2016,73499,900,875,554,1096
10540,12/05/2017,74240,1035,1155,629,1302
10540,12/05/2018,72477,520,646,453,1030
10540,12/05/2019,62575,276,260,223,609
10540,12/06/2015,73362,1003,920,672,882
10540,12/06/2016,58173,204,191,228,546
10540,12/06/2017,70029,873,752,499,1016
10540,12/06/2018,71119,928,928,564,1106
10540,12/06/2019,72396,999,957,556,1159
10540,12/07/2015,55856,263,267,325,496
10540,12/07/2016,71876,767,862,566,1129
10540,12/07/2017,67595,857,905,517,1150
10540,12/07/2018,75256,830,913,518,1219
10540,12/07/2019,78121,927,920,520,1209
10540,12/08/2015,71467,762,827,596,1041
10540,12/08/2016,74136,885,1002,534,1132
10540,12/08/2017,73677,689,718,428,1079
10540,12/08/2018,62335,234,222,228,532
10540,12/08/2019,71144,741,788,456,997
10540,12/09/2015,68721,550,600,553,803
10540,12/09/2016,67506,798,720,467,898
10540,12/09/2017,69931,912,920,522,1172
10540,12/09/2018,65407,799,959,567,1179
10540,12/09/2019,73167,804,909,563,1025
10540,12/10/2015,51730,373,439,391,631
10540,12/10/2016,69499,868,812,524,1147
10540,12/10/2017,70617,927,984,577,1216
10540,12/10/2018,71174,837,863,534,1136
10540,12/10/2019,53955,396,863,534,1136
10540,12/11/2015,70537,802,857,589,1024
10540,12/11/2016,70935,657,736,456,981
10540,12/11/2017,64563,287,274,280,621
10540,12/11/2018,71066,797,817,469,1060
10540,12/11/2019,56771,588,274,280,621
10540,12/12/2015,77897,755,779,600,1137
10540,12/12/2016,74727,855,824,457,1053
10540,12/12/2017,74907,893,1007,545,1178
10540,12/12/2018,77557,952,1042,570,1189
10540,12/12/2019,60357,738,1007,545,1178
10540,13/01/2015,68111,693,794,616,974
10540,13/01/2016,69660,729,909,555,1117
10540,13/01/2017,78926,1062,1120,643,1390
10540,13/01/2018,70555,600,710,441,1045
10540,13/01/2019,59861,225,164,230,579
10540,13/02/2015,70705,840,896,607,1014
10540,13/02/2016,72966,671,690,437,1017
10540,13/02/2017,74844,939,1003,532,1145
10540,13/02/2018,71998,887,930,534,1228
10540,13/02/2019,72910,888,947,527,1192
10540,13/03/2015,73112,774,909,603,1053
10540,13/03/2016,60829,277,244,262,571
10540,13/03/2017,75763,927,986,493,1142
10540,13/03/2018,69617,898,944,579,1252
10540,13/03/2019,74042,1002,971,579,1189
10540,13/04/2015,65076,677,710,523,839
10540,13/04/2016,70115,906,908,550,1176
10540,13/04/2017,51587,311,310,176,710
10540,13/04/2018,74188,902,1000,527,1173
10540,13/04/2019,69821,673,730,427,1054
10540,13/05/2015,69404,1081,873,625,1006
