PuntoConteo,Dia,Liviano,Autobuses,C23E,C4E,C5E
2900,07/12/2015,95270,1065,1181,896,1029
2900,07/12/2016,99027,1139,1271,912,1187
2900,07/12/2017,86370,927,1024,806,1049
2900,07/12/2018,125667,1422,1551,1155,1572
2900,07/12/2019,74282,2068,1024,806,1049
2900,08/01/2015,55076,753,799,707,720
2900,08/01/2016,107815,1096,1220,1174,1360
2900,08/01/2017,74409,381,464,527,684
2900,08/01/2018,70553,693,895,637,910
2900,08/01/2019,108775,1120,1258,1082,1434
2900,08/02/2015,75670,362,475,600,520
2900,08/02/2016,90145,1011,1086,884,994
2900,08/02/2017,100084,1410,1601,989,1263
2900,08/02/2018,83868,919,1052,785,1062
2900,08/02/2019,121064,1387,1494,1154,1553
2900,08/03/2015,72703,323,492,558,570
2900,08/03/2016,95204,1121,1257,1023,1087
2900,08/03/2017,98053,1361,1480,970,1337
2900,08/03/2018,112795,1333,1472,1101,1584
2900,08/03/2019,125102,1508,1527,1199,1451
2900,08/04/2015,92324,1067,1203,988,1060
2900,08/04/2016,98405,1270,1226,924,1099
2900,08/04/2017,95618,1050,1255,889,1305
2900,08/04/2018,91391,418,501,631,788
2900,08/04/2019,106311,1195,1389,1011,1304
2900,08/05/2015,120768,1511,1467,1237,1307
2900,08/05/2016,72869,333,443,497,569
2900,08/05/2017,90673,1115,1204,849,1096
2900,08/05/2018,105454,1186,1356,1092,1371
2900,08/05/2019,116326,1405,1517,1140,1488
2900,08/06/2015,105188,1095,1081,1048,1059
2900,08/06/2016,94330,1187,1183,927,1128
2900,08/06/2017,97550,1319,1274,931,1253
2900,08/06/2018,16369,6536,3837,5346,2138
2900,08/06/2019,110238,993,1217,1017,1304
2900,08/07/2015,112815,1200,1332,1244,1384
2900,08/07/2016,99854,1231,1340,958,1177
2900,08/07/2017,89616,918,1039,792,1058
2900,08/07/2018,90214,371,469,589,788
2900,08/07/2019,108714,1225,1341,1049,1344
2900,08/08/2015,108902,880,1038,1198,1141
2900,08/08/2016,89065,1122,1102,811,1003
2900,08/08/2017,96511,1190,1273,893,1224
2900,08/08/2018,90214,371,469,589,788
2900,08/08/2019,117522,1291,1450,1127,1484
2900,08/09/2015,66748,440,648,724,661
2900,08/09/2016,95489,1179,1208,901,1141
2900,08/09/2017,99462,1225,1270,847,1145
2900,08/09/2018,111325,1168,1386,1083,1460
2900,08/09/2019,93314,327,510,625,709
2900,08/10/2015,96752,1064,1260,1022,1094
2900,08/10/2016,90187,760,940,847,1078
2900,08/10/2017,60419,200,376,464,583
2900,08/10/2018,213996,2402,2408,1976,2418
2900,08/10/2019,114630,1235,1204,988,1209
2900,08/11/2015,75350,334,438,569,513
2900,08/11/2016,92816,1149,1373,939,1153
2900,08/11/2017,83004,934,1019,891,1084
2900,08/11/2018,116106,1325,1485,1107,1446
2900,08/11/2019,101520,1231,1485,1107,1446
2900,08/12/2015,99023,1115,1284,1000,1167
2900,08/12/2016,99426,1161,1300,934,1197
2900,08/12/2017,89118,927,1145,819,1062
2900,08/12/2018,125604,1099,1208,1064,1365
2900,08/12/2019,77538,510,1145,819,1062
2900,09/01/2015,60475,751,867,729,765
2900,09/01/2016,99034,762,1021,1032,1276
2900,09/01/2017,87733,1001,1048,822,1048
2900,09/01/2018,75186,740,963,742,1091
2900,09/01/2019,111193,1128,1302,1118,1524
2900,09/02/2015,87449,1064,1097,922,969
2900,09/02/2016,95181,1115,1267,948,1108
2900,09/02/2017,100122,1387,1614,940,1288
2900,09/02/2018,86709,974,1014,822,1084
2900,09/02/2019,110261,877,1090,1047,1364
2900,09/03/2015,89824,978,1063,904,956
2900,09/03/2016,94109,1157,1310,969,1105
2900,09/03/2017,98312,1371,1506,979,1323
2900,09/03/2018,117874,1315,1541,1104,1624
2900,09/03/2019,112895,1067,1205,1032,1280
2900,09/04/2015,93994,993,1238,992,1068
2900,09/04/2016,91939,859,924,912,997
2900,09/04/2017,74252,478,543,519,722
2900,09/04/2018,108314,1194,1260,1016,1357
2900,09/04/2019,106399,1336,1535,1004,1440
2900,09/05/2015,106625,796,1033,1133,1113
2900,09/05/2016,88100,1080,1068,754,912
2900,09/05/2017,96687,1297,1531,991,1315
2900,09/05/2018,111031,1348,1410,1087,1441
2900,09/05/2019,116156,1331,1432,1183,1413
2900,09/06/2015,113364,1228,1300,1203,1283
2900,09/06/2016,94969,1234,1161,919,1093
2900,09/06/2017,98028,1325,1302,875,1219
2900,09/06/2018,15842,6022,3625,5233,2192
2900,09/06/2019,89625,408,535,643,793
2900,09/07/2015,112138,1201,1328,1290,1342
2900,09/07/2016,87966,856,928,840,1047
2900,09/07/2017,79448,425,423,479,607
2900,09/07/2018,110599,1034,1300,1055,1327
2900,09/07/2019,113719,1263,1401,1161,1484
2900,09/08/2015,87176,413,493,732,585
2900,09/08/2016,61495,752,981,808,988
2900,09/08/2017,96608,1217,1305,846,1238
2900,09/08/2018,110599,1034,1300,1055,1327
2900,09/08/2019,121080,1328,1557,1141,1505
2900,09/09/2015,96532,1090,1230,936,1097
2900,09/09/2016,97642,1220,1279,894,1183
2900,09/09/2017,92751,800,968,812,1119
2900,09/09/2018,114285,1201,1361,1138,1469
2900,09/09/2019,111393,1124,1223,1063,1223
2900,09/10/2015,99661,1081,1287,933,1111
2900,09/10/2016,73601,331,378,501,567
2900,09/10/2017,73705,836,951,690,990
2900,09/10/2018,218984,2606,2710,2250,2772
2900,09/10/2019,115152,1234,1355,1125,1386
2900,09/11/2015,89428,1079,1050,866,954
2900,09/11/2016,95431,1262,1285,947,1144
2900,09/11/2017,82406,986,1040,803,1062
2900,09/11/2018,119600,1361,1426,1152,1489
2900,09/11/2019,96314,853,1426,1152,1489
2900,09/12/2015,100089,1155,1317,1019,1150
2900,09/12/2016,103590,1265,1391,935,1247
2900,09/12/2017,86121,667,847,723,1043
2900,09/12/2018,106906,563,563,727,788
2900,09/12/2019,81796,932,847,723,1043
2900,10/01/2015,51870,567,598,603,651
2900,10/01/2016,79837,352,456,607,652
2900,10/01/2017,92761,1014,1192,895,1201
2900,10/01/2018,76261,787,966,785,1007
2900,10/01/2019,112710,1153,1413,1093,1439
2900,10/02/2015,96584,1222,1263,1054,1091
2900,10/02/2016,96204,1201,1250,990,1090
2900,10/02/2017,101985,1445,1586,970,1331
2900,10/02/2018,80073,646,891,761,994
2900,10/02/2019,89767,319,536,652,744
2900,10/03/2015,93928,1054,1163,1045,1070
2900,10/03/2016,96455,1233,1228,956,1096
2900,10/03/2017,102840,1358,1531,935,1371
2900,10/03/2018,108997,963,1126,1015,1328
2900,10/03/2019,94693,377,548,604,794
2900,10/04/2015,103314,1215,1307,1055,1095
2900,10/04/2016,68943,335,431,553,610
2900,10/04/2017,82066,1007,1196,801,1025
2900,10/04/2018,116173,1294,1450,1133,1552
2900,10/04/2019,111862,1465,1573,1132,1446
2900,10/05/2015,84724,424,502,692,559
2900,10/05/2016,92818,1166,1197,901,1142
2900,10/05/2017,94514,1273,1444,932,1244
2900,10/05/2018,114213,1368,1543,1159,1399
2900,10/05/2019,119130,1360,1459,1164,1479
2900,10/06/2015,102953,1178,1238,1150,1337
2900,10/06/2016,96386,1205,1258,867,1095
2900,10/06/2017,91058,873,883,817,1148
2900,10/06/2018,12733,4593,2798,3859,1660
2900,10/06/2019,108810,1205,1303,1078,1278
2900,10/07/2015,118106,1250,1328,1295,1380
2900,10/07/2016,73298,385,414,516,598
2900,10/07/2017,92903,1120,1093,871,1128
2900,10/07/2018,109152,1118,1365,1161,1456
2900,10/07/2019,117764,1259,1470,1184,1564
2900,10/08/2015,106098,1103,1146,1050,1170
2900,10/08/2016,93182,1213,1207,915,1136
2900,10/08/2017,98216,1187,1314,873,1234
2900,10/08/2018,109152,1118,1365,1161,1456
2900,10/08/2019,115320,796,1112,1035,1288
2900,10/09/2015,95530,1049,1204,956,1073
2900,10/09/2016,90371,789,957,794,977
2900,10/09/2017,73731,282,403,479,565
2900,10/09/2018,119031,1221,1424,1209,1527
2900,10/09/2019,114481,1240,1410,1131,1414
2900,10/10/2015,89438,708,943,878,966
2900,10/10/2016,87058,1016,1069,829,987
2900,10/10/2017,80406,887,1004,796,1141
2900,10/10/2018,226938,2602,3032,2136,2880
2900,10/10/2019,117880,1234,1516,1068,1440
2900,10/11/2015,93373,1062,1240,988,1102
2900,10/11/2016,97248,1140,1255,928,1148
2900,10/11/2017,86415,955,1130,824,1083
2900,10/11/2018,113216,943,1122,993,1250
2900,10/11/2019,82137,454,1122,993,1250
2900,10/12/2015,101343,1150,1335,985,1069
2900,10/12/2016,98487,1000,1098,834,1174
2900,10/12/2017,73991,358,478,473,676
2900,10/12/2018,114038,1162,1281,992,1305
2900,10/12/2019,83243,966,478,473,676
2900,11/01/2015,44433,259,242,432,293
2900,11/01/2016,98792,938,1113,1016,1224
2900,11/01/2017,94087,1061,1195,890,1204
2900,11/01/2018,76982,788,966,746,1032
2900,11/01/2019,115923,1214,1461,1110,1554
2900,11/02/2015,96786,1202,1324,985,1107
2900,11/02/2016,94527,1133,1293,896,1053
2900,11/02/2017,93957,947,1057,829,1108
2900,11/02/2018,63923,320,362,474,586
2900,11/02/2019,110073,1199,1392,1039,1259
2900,11/03/2015,95781,1078,1266,997,1090
2900,11/03/2016,99488,1281,1364,965,1045
2900,11/03/2017,93381,931,1070,846,1189
2900,11/03/2018,91723,381,531,624,759
2900,11/03/2019,98447,1124,1119,909,1090
2900,11/04/2015,100653,666,859,897,878
2900,11/04/2016,61380,440,622,617,573
2900,11/04/2017,72007,884,971,715,966
2900,11/04/2018,90793,706,960,861,1078
2900,11/04/2019,96902,1093,1105,817,1141
2900,11/05/2015,104447,1045,1120,1049,1122
2900,11/05/2016,96226,1152,1226,930,1137
2900,11/05/2017,97243,1342,1457,937,1317
2900,11/05/2018,114461,1314,1475,1086,1484
2900,11/05/2019,111803,1042,1194,1047,1304
2900,11/06/2015,116783,1161,1311,1229,1281
2900,11/06/2016,88106,836,922,822,977
2900,11/06/2017,75133,386,433,491,599
2900,11/06/2018,14741,5866,3381,5036,2078
2900,11/06/2019,113513,1289,1467,1165,1453
2900,11/07/2015,101309,889,977,1081,1203
2900,11/07/2016,87441,1126,1119,830,979
2900,11/07/2017,94602,1136,1249,892,1191
2900,11/07/2018,111325,1168,1386,1083,1460
2900,11/07/2019,118440,1265,1481,1181,1484
2900,11/08/2015,113415,1170,1326,1222,1315
2900,11/08/2016,99988,1260,1318,925,1111
2900,11/08/2017,102271,1231,1305,879,1260
2900,11/08/2018,111325,1168,1386,1083,1460
2900,11/08/2019,92333,322,477,620,718
2900,11/09/2015,100873,1193,1284,980,1059
2900,11/09/2016,74904,325,417,525,527
2900,11/09/2017,85947,1082,1140,783,990
2900,11/09/2018,38520,5114,3079,4242,1955
2900,11/09/2019,117200,1302,1428,1189,1414
2900,11/10/2015,68107,318,413,492,527
2900,11/10/2016,94121,1174,1221,925,1146
2900,11/10/2017,80657,940,1106,814,1073
2900,11/10/2018,231208,2562,2844,2244,2880
2900,11/10/2019,116633,1287,1422,1122,1440
2900,11/11/2015,94469,1202,1294,968,1118
2900,11/11/2016,97938,1250,1329,913,1194
2900,11/11/2017,78733,743,857,737,999
2900,11/11/2018,93498,399,527,632,811
2900,11/11/2019,89573,1010,527,632,811
2900,11/12/2015,107080,1252,1433,1013,1197
2900,11/12/2016,88426,531,541,545,716
2900,11/12/2017,76738,775,852,717,888
2900,11/12/2018,117305,1375,1548,1100,1458
2900,11/12/2019,86358,894,852,717,888
2900,12/01/2015,54476,698,745,664,660
2900,12/01/2016,106192,1087,1360,1168,1393
2900,12/01/2017,94800,1196,1367,980,1354
2900,12/01/2018,80651,819,960,772,1123
2900,12/01/2019,105523,865,1039,948,1330
2900,12/02/2015,97885,1212,1301,1019,1070
2900,12/02/2016,99669,1243,1304,932,1111
2900,12/02/2017,77396,374,433,530,648
2900,12/02/2018,77368,927,1043,753,960
2900,12/02/2019,116335,1302,1508,1139,1455
2900,12/03/2015,96705,1087,1222,1020,1097
2900,12/03/2016,92547,840,983,905,1042
2900,12/03/2017,77640,349,486,527,663
2900,12/03/2018,109406,1218,1247,992,1405
2900,12/03/2019,113067,1524,1529,1122,1464
2900,12/04/2015,84042,389,476,642,541
2900,12/04/2016,89549,1116,1110,876,940
2900,12/04/2017,73287,743,942,749,965
2900,12/04/2018,111615,1155,1356,1019,1316
2900,12/04/2019,108609,1306,1365,1012,1247
2900,12/05/2015,112554,1229,1299,1202,1292
2900,12/05/2016,95996,1111,1204,855,1108
2900,12/05/2017,98631,1392,1452,981,1362
2900,12/05/2018,107936,766,1083,972,1274
2900,12/05/2019,92057,488,585,635,742
2900,12/06/2015,120357,1263,1332,1259,1221
2900,12/06/2016,71203,309,423,498,580
2900,12/06/2017,92612,1135,1082,823,1047
2900,12/06/2018,15320,6219,3609,4926,1926
2900,12/06/2019,116064,1376,1502,1183,1526
2900,12/07/2015,74968,420,436,617,641
2900,12/07/2016,93142,1043,1216,963,1168
2900,12/07/2017,93911,1214,1266,933,1212
2900,12/07/2018,114285,1201,1361,1138,1469
2900,12/07/2019,121310,1352,1438,1157,1497
2900,12/08/2015,116692,1217,1242,1234,1424
2900,12/08/2016,100646,1244,1335,861,1173
2900,12/08/2017,95230,875,994,806,1160
2900,12/08/2018,114285,1201,1361,1138,1469
2900,12/08/2019,113958,1111,1295,981,1285
2900,12/09/2015,89259,716,899,913,899
2900,12/09/2016,86517,1074,1016,775,913
2900,12/09/2017,94459,1166,1235,859,1200
2900,12/09/2018,53715,3448,2363,2760,1588
2900,12/09/2019,117962,1252,1403,1152,1388
2900,12/10/2015,61489,557,697,763,699
2900,12/10/2016,92053,1201,1178,919,1120
2900,12/10/2017,82648,851,1081,811,1102
2900,12/10/2018,226194,2340,2656,2236,2896
2900,12/10/2019,103338,845,1328,1118,1448
2900,12/11/2015,95397,1184,1226,1017,1136
2900,12/11/2016,89364,908,943,899,1111
2900,12/11/2017,65896,278,432,481,585
2900,12/11/2018,110153,1169,1258,1013,1230
2900,12/11/2019,93074,1199,1258,1013,1230
2900,12/12/2015,94522,961,1105,952,1207
2900,12/12/2016,95393,1140,1147,819,994
2900,12/12/2017,79311,821,1001,776,970
2900,12/12/2018,122115,1431,1544,1171,1524
2900,12/12/2019,86888,945,1001,776,970
2900,13/01/2015,53985,717,803,689,805
2900,13/01/2016,106060,1054,1351,1179,1339
2900,13/01/2017,99101,1239,1408,1018,1310
2900,13/01/2018,76033,617,806,695,1014
2900,13/01/2019,87008,342,449,598,704
2900,13/02/2015,99573,1154,1311,1024,1130
2900,13/02/2016,92626,859,983,883,991
2900,13/02/2017,95572,1197,1366,858,1151
2900,13/02/2018,82794,976,1109,763,1131
2900,13/02/2019,117822,1277,1417,1168,1475
2900,13/03/2015,99334,1101,1296,1013,1163
2900,13/03/2016,74884,406,478,571,563
2900,13/03/2017,94429,1193,1316,882,1138
2900,13/03/2018,113869,1233,1398,1186,1574
2900,13/03/2019,117935,1486,1526,1231,1497
2900,13/04/2015,105431,1095,1128,1090,1122
2900,13/04/2016,94325,1184,1273,953,1149
2900,13/04/2017,60682,388,476,398,657
2900,13/04/2018,113873,1296,1461,1064,1501
2900,13/04/2019,104214,1098,1170,1005,1249
2900,13/05/2015,115042,1237,1310,1232,1347
2900,13/05/2016,102091,1256,1312,946,1160
2900,13/05/2017,89819,860,1053,847,1145
2900,13/05/2018,90397,388,446,581,779
2900,13/05/2019,106112,1244,1247,1032,1215
2900,13/06/2015,107091,814,1010,1129,1070
2900,13/06/2016,87991,1097,1106,772,973
2900,13/06/2017,94085,1133,1301,950,1262
2900,13/06/2018,15126,6181,3486,4987,1986
2900,13/06/2019,116750,1350,1429,1174,1439
2900,13/07/2015,104562,972,1049,1088,1194
2900,13/07/2016,95396,1099,1248,925,1161
2900,13/07/2017,98561,1188,1277,878,1155
2900,13/07/2018,119031,1221,1424,1209,1527
2900,13/07/2019,110176,944,1048,1010,1318
2900,13/08/2015,118870,1260,1290,1240,1328
2900,13/08/2016,96127,833,995,810,1063
2900,13/08/2017,76035,369,455,483,601
2900,13/08/2018,119031,1221,1424,1209,1527
2900,13/08/2019,117071,1264,1414,1120,1512
2900,13/09/2015,67193,355,425,554,439
2900,13/09/2016,93845,1168,1170,898,1177
2900,13/09/2017,95534,1172,1274,839,1201
2900,13/09/2018,112115,1102,1446,1118,1355
2900,13/09/2019,122602,1303,535,883,1100
2900,13/10/2015,87765,996,1115,904,989
2900,13/10/2016,95169,1162,1173,954,1087
2900,13/10/2017,84453,888,1106,834,1076
2900,13/10/2018,212898,1870,2172,1936,2638
2900,13/10/2019,87642,396,1086,968,1319
2900,13/11/2015,100378,1195,1353,920,1149
2900,13/11/2016,77920,385,430,519,646
2900,13/11/2017,72931,793,878,695,864
2900,13/11/2018,112241,1206,1369,1053,1402
2900,13/11/2019,98320,1165,1369,1053,1402
2900,13/12/2015,82472,460,544,644,753
2900,13/12/2016,98209,1189,1302,953,1242
2900,13/12/2017,79906,863,1102,731,1048
2900,13/12/2018,123102,1462,1485,1179,1556
2900,13/12/2019,88119,1031,1102,731,1048
2900,14/01/2015,55908,737,872,701,770
2900,14/01/2016,106812,1134,1339,1176,1353
2900,14/01/2017,90078,856,956,858,1138
2900,14/01/2018,59625,235,360,419,554
2900,14/01/2019,109378,1097,1197,1026,1313
2900,14/02/2015,93637,888,1025,939,1000
2900,14/02/2016,77421,389,424,555,554
2900,14/02/2017,100298,1281,1464,1018,1347
2900,14/02/2018,85239,1004,1106,749,1176
2900,14/02/2019,121477,1276,1519,1165,1513
2900,14/03/2015,93571,782,950,950,961
2900,14/03/2016,87958,1092,1065,854,951
2900,14/03/2017,98227,1324,1460,996,1368
2900,14/03/2018,116627,1348,1421,1160,1578
2900,14/03/2019,120365,1414,1521,1198,1411
2900,14/04/2015,112608,1227,1350,1184,1226
2900,14/04/2016,94303,1216,1204,971,1117
2900,14/04/2017,43965,213,205,186,299
2900,14/04/2018,110846,806,1179,949,1313
2900,14/04/2019,79415,481,569,613,766
2900,14/05/2015,115660,1266,1271,1175,1328
2900,14/05/2016,92647,879,953,831,1077
2900,14/05/2017,84578,484,531,552,701
2900,14/05/2018,106610,1241,1229,1007,1242
2900,14/05/2019,115940,1329,1430,1191,1431
2900,14/06/2015,84267,397,441,632,549
2900,14/06/2016,93435,1085,1190,900,1081
2900,14/06/2017,97430,1294,1243,911,1195
2900,14/06/2018,15658,6399,3654,5100,2047
2900,14/06/2019,119806,1340,1466,1164,1469
2900,14/07/2015,111748,1057,1282,1213,1415
2900,14/07/2016,96685,1109,1191,936,1129
2900,14/07/2017,99887,1198,1365,913,1199
2900,14/07/2018,38520,5114,3079,4242,1955
2900,14/07/2019,90787,364,565,652,733
2900,14/08/2015,125551,1277,1388,1208,1410
2900,14/08/2016,76102,342,456,556,577
2900,14/08/2017,91413,1069,1188,801,1041
2900,14/08/2018,38520,5114,3079,4242,1955
2900,14/08/2019,117640,1240,1561,1083,1463
2900,14/09/2015,80497,866,917,901,854
2900,14/09/2016,95139,1196,1239,904,1130
2900,14/09/2017,97126,1219,1240,865,1141
2900,14/09/2018,114302,1266,1375,1110,1351
2900,14/09/2019,112306,922,388,885,1095
2900,14/10/2015,93085,1088,1297,945,1100
2900,14/10/2016,100300,1258,1307,954,1193
2900,14/10/2017,79767,644,804,738,1079
2900,14/10/2018,170156,840,978,1222,1308
2900,14/10/2019,106270,1045,489,611,654
2900,14/11/2015,92051,825,917,901,1082
2900,14/11/2016,91436,1131,1124,871,984
2900,14/11/2017,78810,916,1030,817,1070
2900,14/11/2018,112772,1287,1455,1097,1457
2900,14/11/2019,96911,1247,1455,1097,1457
2900,14/12/2015,95949,1108,1094,933,1055
2900,14/12/2016,99568,1176,1330,893,1255
2900,14/12/2017,82250,886,1069,796,1011
2900,14/12/2018,123675,1487,1528,1163,1520
2900,14/12/2019,83378,701,1069,796,1011
2900,15/01/2015,73954,848,1122,985,884
2900,15/01/2016,111662,1254,1344,1216,1387
2900,15/01/2017,74912,379,463,487,642
2900,15/01/2018,74481,804,843,688,933
2900,15/01/2019,114216,1193,1291,1117,1501
2900,15/02/2015,75404,420,492,605,587
2900,15/02/2016,91691,1017,1059,841,964
2900,15/02/2017,101813,1360,1511,986,1325
2900,15/02/2018,86003,1000,1072,807,1083
2900,15/02/2019,124754,1347,1428,1147,1515
2900,15/03/2015,76474,415,491,635,547
2900,15/03/2016,96920,1074,1216,1001,1110
2900,15/03/2017,99406,1401,1475,921,1345
2900,15/03/2018,118797,1320,1451,1160,1552
2900,15/03/2019,121552,1500,1531,1155,1498
2900,15/04/2015,116857,1233,1294,1213,1236
2900,15/04/2016,99522,1237,1296,966,1183
2900,15/04/2017,54725,353,458,453,607
2900,15/04/2018,90656,397,488,609,798
2900,15/04/2019,84839,893,1061,838,1131
2900,15/05/2015,118810,1318,1399,1224,1374
2900,15/05/2016,74854,414,437,521,576
2900,15/05/2017,94368,1221,1210,869,1134
2900,15/05/2018,111390,1258,1425,1115,1465
2900,15/05/2019,117170,1438,1414,1161,1458
2900,15/06/2015,107905,1125,1125,1104,1059
2900,15/06/2016,95794,1274,1273,860,1143
2900,15/06/2017,98485,1209,1244,862,1189
2900,15/06/2018,14563,5813,3365,4739,1900
2900,15/06/2019,115327,988,1059,1063,1209
2900,15/07/2015,114528,1086,1259,1302,1329
2900,15/07/2016,100660,1168,1348,951,1215
2900,15/07/2017,92945,875,922,791,1057
2900,15/07/2018,14563,5813,3365,4739,1900
2900,15/07/2019,108614,988,1216,1095,1202
2900,15/08/2015,101466,542,750,934,911
2900,15/08/2016,66406,301,447,527,558
2900,15/08/2017,78106,421,577,585,801
2900,15/08/2018,14563,5813,3365,4739,1900
2900,15/08/2019,98633,626,780,745,983
2900,15/09/2015,65216,421,604,705,629
2900,15/09/2016,74052,517,691,597,714
2900,15/09/2017,79298,552,793,607,841
2900,15/09/2018,90580,851,956,1007,1044
2900,15/09/2019,85244,367,305,692,857
2900,15/10/2015,96531,1083,1182,964,1059
2900,15/10/2016,93172,898,901,858,992
2900,15/10/2017,64318,270,442,443,590
2900,15/10/2018,161470,1620,1738,1562,1754
2900,15/10/2019,113996,1210,869,781,877
2900,15/11/2015,79455,379,476,551,642
2900,15/11/2016,96974,1206,1261,954,1133
2900,15/11/2017,80577,918,1058,783,949
2900,15/11/2018,117883,1328,1503,1163,1407
2900,15/11/2019,97628,1318,1503,1163,1407
2900,15/12/2015,100163,1118,1406,995,1230
2900,15/12/2016,102162,1137,1324,925,1181
2900,15/12/2017,84397,895,1122,789,1036
2900,15/12/2018,118600,1113,1262,1025,1487
2900,15/12/2019,73404,478,1122,789,1036
2900,16/01/2015,74514,862,1161,903,810
2900,16/01/2016,101854,832,975,1016,1290
2900,16/01/2017,92216,977,1046,816,1100
2900,16/01/2018,80485,733,952,806,1116
2900,16/01/2019,116295,1157,1425,1141,1522
2900,16/02/2015,89435,1063,1170,939,983
2900,16/02/2016,95933,1121,1278,989,1156
2900,16/02/2017,100366,1456,1504,1035,1262
2900,16/02/2018,89144,1084,1162,854,1165
2900,16/02/2019,112863,953,1138,1055,1295
2900,16/03/2015,87803,971,997,905,1000
2900,16/03/2016,96293,1221,1213,977,1199
2900,16/03/2017,101381,1339,1544,994,1332
2900,16/03/2018,119589,1390,1533,1143,1579
2900,16/03/2019,114863,1054,1253,1066,1358
2900,16/04/2015,117753,1222,1326,1226,1234
2900,16/04/2016,92917,857,989,904,1070
2900,16/04/2017,60703,345,381,473,637
2900,16/04/2018,108171,1164,1356,1013,1246
2900,16/04/2019,89020,889,1109,960,1214
2900,16/05/2015,108821,795,998,1040,1181
2900,16/05/2016,88638,1092,1085,759,920
2900,16/05/2017,97043,1237,1377,994,1272
2900,16/05/2018,114886,1350,1360,1149,1426
2900,16/05/2019,117634,1332,1456,1126,1468
2900,16/06/2015,116135,1209,1320,1253,1262
2900,16/06/2016,99327,1143,1244,916,1049
2900,16/06/2017,103013,1270,1264,879,1267
2900,16/06/2018,15759,5933,3633,5213,2107
2900,16/06/2019,98201,337,482,614,706
2900,16/07/2015,119691,1136,1315,1188,1400
2900,16/07/2016,92910,911,917,836,1141
2900,16/07/2017,80572,393,456,540,608
2900,16/07/2018,15759,5933,3633,5213,2107
2900,16/07/2019,116157,1258,1412,1163,1430
2900,16/08/2015,83814,312,448,628,492
2900,16/08/2016,92631,1082,1100,794,958
2900,16/08/2017,95299,1166,1197,835,1032
2900,16/08/2018,15759,5933,3633,5213,2107
2900,16/08/2019,116149,1106,1346,1071,1233
2900,16/09/2015,88305,1045,1098,906,880
2900,16/09/2016,86838,1092,1085,877,952
2900,16/09/2017,74337,647,768,640,825
2900,16/09/2018,14500,5753,3284,4679,1868
2900,16/09/2019,110582,1192,211,588,591
2900,16/10/2015,100567,1157,1283,985,1133
2900,16/10/2016,74382,385,489,497,585
2900,16/10/2017,60377,566,704,608,731
2900,16/10/2018,215858,2360,2392,1956,2494
2900,16/10/2019,118399,1331,1196,978,1247
2900,16/11/2015,89378,1068,1041,842,925
2900,16/11/2016,97180,1341,1427,957,1178
2900,16/11/2017,82400,911,1078,764,1054
2900,16/11/2018,124600,1419,1558,1153,1517
2900,16/11/2019,100754,969,1558,1153,1517
2900,16/12/2015,102130,1046,1395,1051,1189
2900,16/12/2016,105985,1290,1437,958,1281
2900,16/12/2017,77676,713,872,773,1082
2900,16/12/2018,103631,540,652,683,950
2900,16/12/2019,80714,795,872,773,1082
2900,17/01/2015,68687,621,828,842,696
2900,17/01/2016,83347,440,474,606,692
2900,17/01/2017,96036,1059,1252,903,1255
2900,17/01/2018,82034,866,939,809,1064
2900,17/01/2019,115569,1072,1392,1143,1410
2900,17/02/2015,97755,1283,1306,1051,1167
2900,17/02/2016,95216,1279,1229,990,1105
2900,17/02/2017,101870,1397,1589,1002,1307
2900,17/02/2018,83725,737,851,721,1040
2900,17/02/2019,95416,501,584,678,701
2900,17/03/2015,95390,1098,1240,1075,1112
2900,17/03/2016,99297,1158,1350,1005,1158
2900,17/03/2017,104412,1354,1558,963,1376
2900,17/03/2018,115115,960,1187,1092,1448
2900,17/03/2019,95249,510,545,706,811
2900,17/04/2015,123166,1341,1396,1235,1249
2900,17/04/2016,78188,445,485,580,648
2900,17/04/2017,84408,1015,1161,823,1125
2900,17/04/2018,113540,1335,1469,1137,1436
2900,17/04/2019,100181,980,1189,1047,1395
2900,17/05/2015,84607,389,493,689,572
2900,17/05/2016,94783,1121,1229,932,1149
2900,17/05/2017,96391,1305,1407,921,1330
2900,17/05/2018,114449,1312,1382,1149,1435
2900,17/05/2019,121034,1387,1500,1119,1436
2900,17/06/2015,117334,1149,1277,1283,1240
2900,17/06/2016,100952,1156,1304,922,1111
2900,17/06/2017,95245,844,921,808,1149
2900,17/06/2018,12334,4650,2709,3859,1618
2900,17/06/2019,112521,1112,1265,1012,1257
2900,17/07/2015,122085,1255,1374,1291,1430
2900,17/07/2016,76144,368,452,521,603
2900,17/07/2017,89787,1088,1187,861,1023
2900,17/07/2018,12334,4650,2709,3859,1618
2900,17/07/2019,114553,1247,1406,1181,1424
2900,17/08/2015,108256,1085,1162,1073,1119
2900,17/08/2016,97005,1203,1198,923,1077
2900,17/08/2017,98934,1211,1280,883,1184
2900,17/08/2018,12334,4650,2709,3859,1618
2900,17/08/2019,106127,818,1085,987,1192
2900,17/09/2015,95903,1083,1186,995,1061
2900,17/09/2016,83896,790,842,850,1014
2900,17/09/2017,64785,313,396,454,581
2900,17/09/2018,47489,4211,2650,3318,1582
2900,17/09/2019,112714,1284,327,836,948
2900,17/10/2015,91315,782,931,847,979
2900,17/10/2016,68740,740,790,626,725
2900,17/10/2017,77735,844,983,726,978
2900,17/10/2018,214580,2700,2866,2070,2890
